"(in Stück)","2024"
"Bestand zu Beginn des Geschäftsjahres","602.270"
"Gewährt","256.719"
"Erdient und übertragen","-210.011"
"Verfallen","-29.635"
"Abgegolten","-12.356"
"Gesellschaftsveränderungen","334"
"Bestand am Ende des Geschäftsjahres","607.320"
